name,municipio,name_id,municipio_id
PENINSULA,ANDRESITO,529,1707
SOBERANIA,ANDRESITO,530,1707
11 DE SEPTIEMBRE,ANDRESITO,531,1707
ARROYO VERD,ANDRESITO,532,1707
VILLA SEFAIR (TALACASTO),ANGACO,533,1708
EL ALAMITO,ANGACO,534,1708
LAS TAPIAS,ANGACO,535,1708
PUNTA DEL MONTE,ANGACO,536,1708
VILLA EL SALVADOR,ANGACO,537,1708
EL BOSQUE,ANGACO,538,1708
VALLECITO,ANGASTACO,539,1709
LA ARCADIA,ANGASTACO,540,1709
SANTA ROSA,ANGASTACO,541,1709
PUCARA,ANGASTACO,542,1709
LA ANGOSTURA,ANGASTACO,543,1709
LA ISLA,ANGASTACO,544,1709
EL ARREMO,ANGASTACO,545,1709
ANGASTACO,ANGASTACO,546,1709
RIO GRANDE,ANGASTACO,547,1709
LOS CARDONES,ANGASTACO,548,1709
EL CARMEN,ANGASTACO,549,1709
LOS SAUCES,ANGASTACO,550,1709
CAMPO MORELLO,ANGELICA,551,1710
ANGELICA,ANGELICA,552,1710
CAMPO BAUDINO,ANGELICA,553,1710
ANGELONI,ANGELONI,554,1711
LUCIANO LEIVA,ANGELONI,555,1711
ANGUIL,ANGUIL,556,1712
ANIMANA,ANIMANA,557,1713
CORRALITO,ANIMANA,558,1713
SAN ANTONIO,ANIMANA,559,1713
EL BARRIAL,ANIMANA,560,1713
